index,target,radius,x,y,z
65069,Scg2,,12570.0,17509.0,0
65070,Plp1,,12570.0,17678.0,0
65071,Plp1,,12570.0,17787.0,0
65072,6330403K07Rik,,12570.0,17939.0,0
65073,Fam19a1,,12571.0,16895.0,0
65074,Wfs1,,12571.0,16912.0,0
65075,Snca,,12571.0,16935.0,0
65076,Neurod6,,12571.0,17048.0,0
65077,Cck,,12571.0,17057.0,0
65078,Cadps2,,12571.0,17081.0,0
65079,Htr3a,,12571.0,17491.0,0
65080,Scg2,,12572.0,17023.0,0
65081,Enc1,,12572.0,17038.0,0
65082,Cplx2,,12572.0,17063.0,0
65083,Gabrd,,12572.0,17480.0,0
65084,Pvalb,,12572.0,17487.0,0
65085,Crhbp,,12572.0,17516.0,0
65086,Plp1,,12572.0,17667.0,0
65087,Neurod6,,12573.0,16972.0,0
65088,Pde1a,,12573.0,17081.0,0
65089,Enc1,,12573.0,17100.0,0
65090,Pvalb,,12573.0,17484.0,0
65091,Aldoc,,12573.0,17500.0,0
65092,Enpp2,,12573.0,17806.0,0
65093,Rorb,,12574.0,16842.0,0
65094,Neurod6,,12574.0,16955.0,0
65095,Rgs4,,12574.0,16969.0,0
65096,Rgs4,,12574.0,17232.0,0
65097,3110035E14Rik,,12574.0,17677.0,0
65098,Cryab,,12574.0,17776.0,0
65099,Kctd12,,12574.0,17959.0,0
65100,Arpp21,,12575.0,16911.0,0
65101,Rgs4,,12575.0,16963.0,0
65102,Neurod6,,12575.0,16980.0,0
65103,Neurod6,,12575.0,17069.0,0
65104,Gad1,,12575.0,17094.0,0
65105,Lhx6,,12575.0,17469.0,0
65106,Plp1,,12575.0,17585.0,0
65107,Plp1,,12575.0,17592.0,0
65108,3110035E14Rik,,12575.0,17672.0,0
65109,Cryab,,12575.0,17948.0,0
65110,Plp1,,12575.0,17958.0,0
65111,Rgs4,,12576.0,16939.0,0
65112,Enc1,,12576.0,16947.0,0
65113,Wfs1,,12576.0,16977.0,0
65114,Nrsn1,,12576.0,17170.0,0
65115,Plcxd2,,12576.0,17327.0,0
65116,Tac1,,12576.0,17500.0,0
65117,Enpp2,,12576.0,17508.0,0
65118,Cplx2,,12576.0,17559.0,0
65119,Cryab,,12576.0,17651.0,0
65120,Neurod6,,12577.0,16825.0,0
65121,Neurod6,,12577.0,16891.0,0
65122,Pde1a,,12577.0,16923.0,0
65123,Snca,,12577.0,16945.0,0
65124,Neurod6,,12577.0,17066.0,0
65125,Adgrl2,,12577.0,17089.0,0
65126,Nrn1,,12577.0,17108.0,0
65127,Enc1,,12577.0,17124.0,0
65128,Rgs4,,12577.0,17222.0,0
65129,Scg2,,12577.0,17479.0,0
65130,Aldoc,,12577.0,17926.0,0
65131,Plp1,,12577.0,17956.0,0
65132,Rgs4,,12578.0,16952.0,0
65133,Cplx2,,12578.0,16985.0,0
65134,Nr4a2,,12578.0,17017.0,0
65135,Neurod6,,12578.0,17065.0,0
65136,Prkca,,12578.0,17092.0,0
65137,Nrn1,,12578.0,17107.0,0
65138,6330403K07Rik,,12578.0,17164.0,0
65139,Rgs4,,12578.0,17221.0,0
65140,Tac1,,12578.0,17487.0,0
65141,Plp1,,12578.0,17599.0,0
65142,Plp1,,12578.0,17817.0,0
65143,Arpp21,,12579.0,16920.0,0
65144,Cck,,12579.0,16978.0,0
65145,Reln,,12579.0,16994.0,0
65146,Wfs1,,12579.0,17073.0,0
65147,Rgs4,,12579.0,17224.0,0
65148,Tac1,,12579.0,17477.0,0
65149,Plp1,,12579.0,17809.0,0
65150,Id2,,12579.0,17950.0,0
65151,Cryab,,12579.0,17960.0,0
65152,Wfs1,,12580.0,16930.0,0
65153,Wfs1,,12580.0,16972.0,0
65154,Rgs4,,12580.0,17225.0,0
65155,Cryab,,12580.0,17582.0,0
65156,Aldoc,,12580.0,17707.0,0
65157,Neurod6,,12581.0,16906.0,0
65158,Neurod6,,12581.0,16986.0,0
65159,Prkca,,12581.0,17023.0,0
65160,Enc1,,12581.0,17096.0,0
65161,Tac1,,12581.0,17499.0,0
65162,Neurod6,,12582.0,16847.0,0
65163,Crym,,12582.0,16867.0,0
65164,Prkca,,12582.0,16904.0,0
65165,Nov,,12582.0,16917.0,0
65166,Prkca,,12582.0,17017.0,0
65167,Neurod6,,12582.0,17087.0,0
65168,Cdh13,,12582.0,17483.0,0
65169,Cck,,12582.0,17500.0,0
65170,Cryab,,12582.0,17585.0,0
65171,Plp1,,12582.0,17592.0,0
65172,Fam19a1,,12583.0,16998.0,0
65173,Neurod6,,12583.0,17078.0,0
65174,Neurod6,,12584.0,16949.0,0
65175,Pde1a,,12584.0,16979.0,0
65176,Enc1,,12584.0,17012.0,0
65177,3110035E14Rik,,12584.0,17019.0,0
65178,Pde1a,,12584.0,17021.0,0
65179,Neurod6,,12584.0,17077.0,0
65180,Enc1,,12584.0,17100.0,0
65181,Cplx2,,12584.0,17168.0,0
65182,Rgs4,,12584.0,17218.0,0
65183,Rgs4,,12584.0,17222.0,0
65184,Crhbp,,12584.0,17475.0,0
65185,Enpp2,,12584.0,17814.0,0
65186,Cxcl14,,12584.0,17943.0,0
65187,Plp1,,12584.0,17947.0,0
65188,Cck,,12585.0,16860.0,0
65189,Vip,,12585.0,16911.0,0
65190,Nrn1,,12585.0,16992.0,0
65191,3110035E14Rik,,12586.0,16918.0,0
65192,Cplx2,,12586.0,16970.0,0
65193,Prkca,,12586.0,17173.0,0
65194,Aldoc,,12586.0,17409.0,0
65195,Plp1,,12586.0,17810.0,0
65196,Pnoc,,12587.0,16814.0,0
65197,Enc1,,12587.0,16839.0,0
65198,Prkca,,12587.0,16881.0,0
65199,6330403K07Rik,,12587.0,16903.0,0
65200,Pde1a,,12587.0,17001.0,0
65201,Cryab,,12587.0,17592.0,0
65202,Plp1,,12587.0,17811.0,0
65203,Serpini1,,12588.0,17046.0,0
65204,Prkca,,12588.0,17289.0,0
65205,3110035E14Rik,,12588.0,17486.0,0
65206,Plp1,,12588.0,17586.0,0
65207,Cplx2,,12589.0,16890.0,0
65208,Nrn1,,12589.0,16927.0,0
65209,Neurod6,,12589.0,16940.0,0
65210,3110035E14Rik,,12589.0,17013.0,0
65211,Satb1,,12589.0,17028.0,0
65212,Prkca,,12590.0,16824.0,0
65213,Wfs1,,12590.0,16860.0,0
65214,Neurod6,,12590.0,16883.0,0
65215,Plp1,,12590.0,16922.0,0
65216,Neurod6,,12590.0,17007.0,0
65217,Rgs4,,12590.0,17024.0,0
65218,Satb1,,12590.0,17529.0,0
65219,Plp1,,12590.0,17581.0,0
65220,Arpp21,,12591.0,16846.0,0
65221,Plp1,,12591.0,16914.0,0
65222,Adgrl2,,12591.0,16999.0,0
65223,Neurod6,,12591.0,17014.0,0
65224,Neurod6,,12591.0,17023.0,0
65225,6330403K07Rik,,12591.0,17123.0,0
65226,6330403K07Rik,,12591.0,17680.0,0
65227,Enc1,,12592.0,16767.0,0
65228,Cryab,,12592.0,16955.0,0
65229,Prkca,,12592.0,16979.0,0
65230,Crhbp,,12592.0,17488.0,0
65231,Enc1,,12593.0,17017.0,0
65232,Cck,,12594.0,16816.0,0
65233,Neurod6,,12594.0,16941.0,0
65234,Crym,,12594.0,17013.0,0
65235,Arpp21,,12594.0,17805.0,0
65236,Cck,,12595.0,16815.0,0
65237,Cplx2,,12595.0,16838.0,0
65238,Fam19a1,,12595.0,16875.0,0
65239,Cck,,12595.0,16878.0,0
65240,Neurod6,,12595.0,16886.0,0
65241,Neurod6,,12595.0,16947.0,0
65242,Cck,,12595.0,17040.0,0
65243,Pde1a,,12595.0,17111.0,0
65244,Pcp4,,12595.0,17575.0,0
65245,Rgs4,,12596.0,16925.0,0
65246,3110035E14Rik,,12596.0,16952.0,0
65247,Wfs1,,12596.0,17003.0,0
65248,Rgs4,,12596.0,17074.0,0
65249,Pnoc,,12597.0,16828.0,0
65250,3110035E14Rik,,12597.0,16866.0,0
65251,Enc1,,12597.0,16880.0,0
65252,3110035E14Rik,,12597.0,16898.0,0
65253,Plp1,,12597.0,16907.0,0
65254,3110035E14Rik,,12597.0,16913.0,0
65255,Rgs4,,12597.0,16924.0,0
65256,Wfs1,,12597.0,16942.0,0
65257,Cryab,,12597.0,16961.0,0
65258,Fam19a1,,12597.0,16980.0,0
65259,3110035E14Rik,,12597.0,16984.0,0
65260,Pde1a,,12597.0,17032.0,0
65261,3110035E14Rik,,12597.0,17051.0,0
65262,Satb1,,12597.0,17566.0,0
65263,Neurod6,,12598.0,16808.0,0
65264,Neurod6,,12598.0,16824.0,0
65265,3110035E14Rik,,12598.0,16899.0,0
65266,Neurod6,,12599.0,16935.0,0
65267,Scg2,,12599.0,17072.0,0
65268,Rgs4,,12599.0,17320.0,0
65269,Cplx2,,12599.0,17500.0,0
65270,3110035E14Rik,,12600.0,16776.0,0
65271,Rgs4,,12600.0,16815.0,0
65272,Enc1,,12600.0,16823.0,0
65273,Wfs1,,12600.0,16829.0,0
65274,3110035E14Rik,,12600.0,16860.0,0
65275,Neurod6,,12600.0,16874.0,0
65276,Neurod6,,12600.0,16934.0,0
65277,Plp1,,12600.0,17908.0,0
65278,Pde1a,,12601.0,16865.0,0
65279,Wfs1,,12601.0,16884.0,0
65280,Cryab,,12601.0,16986.0,0
65281,Neurod6,,12601.0,16994.0,0
65282,Kctd12,,12601.0,17021.0,0
65283,Nrn1,,12601.0,17060.0,0
65284,Plp1,,12601.0,17915.0,0
65285,3110035E14Rik,,12602.0,16844.0,0
65286,3110035E14Rik,,12602.0,16871.0,0
65287,3110035E14Rik,,12602.0,16895.0,0
65288,Pde1a,,12602.0,16901.0,0
65289,Pde1a,,12602.0,16909.0,0
65290,Rgs4,,12602.0,16913.0,0
65291,Kctd12,,12602.0,16964.0,0
65292,Enc1,,12602.0,16977.0,0
65293,Cnr1,,12602.0,17016.0,0
65294,Rgs4,,12602.0,17049.0,0
65295,Neurod6,,12602.0,17079.0,0
65296,6330403K07Rik,,12602.0,17143.0,0
65297,Nrsn1,,12602.0,17314.0,0
65298,Neurod6,,12602.0,17325.0,0
65299,Crhbp,,12602.0,17564.0,0
65300,Prkca,,12603.0,16829.0,0
65301,Fam19a1,,12603.0,16856.0,0
65302,Prkca,,12603.0,16989.0,0
65303,3110035E14Rik,,12603.0,17067.0,0
65304,Pvalb,,12603.0,17391.0,0
65305,Fam19a1,,12604.0,16857.0,0
65306,Prkca,,12604.0,16889.0,0
65307,Bcl11b,,12604.0,16906.0,0
65308,Cck,,12604.0,16945.0,0
65309,3110035E14Rik,,12604.0,17066.0,0
65310,Enc1,,12604.0,17074.0,0
65311,3110035E14Rik,,12604.0,17086.0,0
65312,Rgs4,,12604.0,17320.0,0
65313,Pvalb,,12604.0,17392.0,0
65314,Sst,,12604.0,17586.0,0
65315,Aldoc,,12604.0,17826.0,0
65316,Scg2,,12605.0,16879.0,0
65317,Enc1,,12605.0,16896.0,0
65318,Crym,,12605.0,16954.0,0
65319,Enpp2,,12605.0,16963.0,0
65320,Prkca,,12605.0,17077.0,0
65321,Rgs4,,12605.0,17319.0,0
65322,Id2,,12605.0,17406.0,0
65323,Crhbp,,12605.0,17506.0,0
65324,Neurod6,,12606.0,16924.0,0
65325,Wfs1,,12606.0,16936.0,0
65326,Rgs4,,12606.0,16995.0,0
65327,Neurod6,,12606.0,17002.0,0
65328,Enc1,,12606.0,17039.0,0
65329,Adgrl2,,12606.0,17049.0,0
65330,3110035E14Rik,,12606.0,17071.0,0
65331,Wfs1,,12607.0,16872.0,0
65332,3110035E14Rik,,12607.0,16969.0,0
65333,Id2,,12607.0,17016.0,0
65334,Neurod6,,12607.0,17031.0,0
65335,Cadps2,,12607.0,17294.0,0
65336,Enc1,,12607.0,17357.0,0
65337,Pde1a,,12608.0,16771.0,0
65338,Wfs1,,12608.0,16782.0,0
65339,3110035E14Rik,,12608.0,16854.0,0
65340,Neurod6,,12608.0,16905.0,0
65341,3110035E14Rik,,12608.0,16910.0,0
65342,Arpp21,,12608.0,16926.0,0
65343,Rgs12,,12608.0,16933.0,0
65344,Scg2,,12608.0,17013.0,0
65345,Nos1,,12609.0,16764.0,0
65346,Serpini1,,12609.0,16886.0,0
65347,Cadps2,,12609.0,16931.0,0
65348,Enpp2,,12609.0,16962.0,0
65349,Wfs1,,12609.0,16982.0,0
65350,Enc1,,12609.0,16998.0,0
65351,Neurod6,,12609.0,17052.0,0
65352,Enc1,,12609.0,17073.0,0
65353,Id2,,12609.0,17401.0,0
65354,Snca,,12609.0,17500.0,0
65355,Rgs4,,12610.0,16812.0,0
65356,Wfs1,,12610.0,16981.0,0
65357,Neurod6,,12610.0,17308.0,0
65358,Enc1,,12610.0,17333.0,0
65359,Reln,,12610.0,17529.0,0
65360,Aldoc,,12610.0,17829.0,0
65361,3110035E14Rik,,12611.0,16787.0,0
65362,Crym,,12611.0,16833.0,0
65363,Neurod6,,12611.0,16849.0,0
65364,Zcchc12,,12611.0,16897.0,0
65365,Neurod6,,12611.0,16920.0,0
65366,Wfs1,,12611.0,16982.0,0
65367,Enc1,,12611.0,17343.0,0
65368,Gad1,,12611.0,17562.0,0
65369,Prkca,,12612.0,16842.0,0
65370,Neurod6,,12612.0,16854.0,0
65371,Reln,,12612.0,16861.0,0
65372,Arpp21,,12612.0,16943.0,0
65373,3110035E14Rik,,12612.0,16996.0,0
65374,Enc1,,12612.0,17006.0,0
65375,Cck,,12612.0,17320.0,0
65376,Prkca,,12612.0,17339.0,0
65377,Nrsn1,,12612.0,17575.0,0
65378,3110035E14Rik,,12613.0,16931.0,0
65379,Enc1,,12613.0,16986.0,0
65380,Neurod6,,12613.0,17036.0,0
65381,Pde1a,,12613.0,17047.0,0
65382,Kctd12,,12613.0,17314.0,0
65383,Cpne5,,12613.0,17568.0,0
65384,Cryab,,12613.0,17656.0,0
65385,Neurod6,,12614.0,16918.0,0
65386,Neurod6,,12614.0,16920.0,0
65387,Neurod6,,12614.0,16925.0,0
65388,3110035E14Rik,,12614.0,17020.0,0
65389,3110035E14Rik,,12614.0,17053.0,0
65390,Neurod6,,12615.0,16774.0,0
65391,Neurod6,,12615.0,16860.0,0
65392,Pde1a,,12615.0,16928.0,0
65393,Prkca,,12615.0,17063.0,0
65394,Nrn1,,12615.0,17127.0,0
65395,Grin3a,,12615.0,17530.0,0
65396,Plp1,,12615.0,17656.0,0
65397,Plp1,,12615.0,17720.0,0
65398,Cck,,12616.0,16837.0,0
65399,Neurod6,,12616.0,16859.0,0
65400,Neurod6,,12616.0,16861.0,0
65401,3110035E14Rik,,12616.0,17041.0,0
65402,Cck,,12616.0,17073.0,0
65403,Nrn1,,12616.0,17125.0,0
65404,Zcchc12,,12616.0,17534.0,0
65405,Cxcl14,,12616.0,17558.0,0
65406,Htr3a,,12617.0,16797.0,0
65407,Neurod6,,12617.0,16860.0,0
65408,Cplx2,,12617.0,16865.0,0
65409,Fam19a1,,12617.0,16898.0,0
65410,Rgs4,,12617.0,16935.0,0
65411,Cplx2,,12617.0,17156.0,0
65412,Enc1,,12617.0,17329.0,0
65413,Zcchc12,,12617.0,17535.0,0
65414,Wfs1,,12618.0,16771.0,0
65415,Cck,,12618.0,16791.0,0
65416,Enc1,,12618.0,16800.0,0
65417,3110035E14Rik,,12618.0,16807.0,0
65418,Cplx2,,12618.0,16950.0,0
65419,Neurod6,,12618.0,17017.0,0
65420,Cryab,,12618.0,17084.0,0
65421,Adgrl2,,12618.0,17339.0,0
65422,Reln,,12618.0,17520.0,0
65423,Fam19a1,,12618.0,17545.0,0
65424,3110035E14Rik,,12619.0,16850.0,0
65425,Enc1,,12619.0,16860.0,0
65426,Nrsn1,,12619.0,16986.0,0
65427,Neurod6,,12619.0,17002.0,0
65428,3110035E14Rik,,12619.0,17063.0,0
65429,Cplx2,,12619.0,17117.0,0
65430,Prkca,,12619.0,17153.0,0
65431,Gda,,12619.0,17317.0,0
65432,Snca,,12619.0,17333.0,0
65433,Plp1,,12619.0,17716.0,0
65434,Qrfpr,,12620.0,17014.0,0
65435,Scg2,,12620.0,17028.0,0
65436,Enc1,,12620.0,17060.0,0
65437,Enpp2,,12620.0,17658.0,0
65438,Scg2,,12621.0,16797.0,0
65439,Fos,,12621.0,16876.0,0
65440,Enc1,,12621.0,16906.0,0
65441,Prkca,,12621.0,16929.0,0
65442,Rgs4,,12621.0,17034.0,0
65443,Aldoc,,12621.0,17449.0,0
65444,Plp1,,12621.0,17712.0,0
65445,Cryab,,12621.0,17873.0,0
65446,Prkca,,12622.0,16856.0,0
65447,Fos,,12622.0,16877.0,0
65448,Rgs4,,12622.0,16908.0,0
65449,Pcp4,,12622.0,16934.0,0
65450,Pcp4,,12622.0,16962.0,0
65451,Wfs1,,12622.0,17011.0,0
65452,Wfs1,,12622.0,17039.0,0
65453,Nrn1,,12622.0,17047.0,0
65454,Cplx2,,12622.0,17502.0,0
65455,Crym,,12622.0,17525.0,0
65456,Sst,,12622.0,17529.0,0
65457,Sst,,12622.0,17540.0,0
65458,Sst,,12622.0,17543.0,0
65459,Nov,,12622.0,17560.0,0
65460,Satb1,,12623.0,16815.0,0
65461,Arpp21,,12623.0,16838.0,0
65462,Nrn1,,12623.0,16847.0,0
65463,Neurod6,,12623.0,16897.0,0
65464,Enc1,,12623.0,17018.0,0
65465,Gad1,,12623.0,17514.0,0
65466,3110035E14Rik,,12623.0,17563.0,0
65467,Crhbp,,12623.0,17573.0,0
65468,Enpp2,,12623.0,17839.0,0
65469,Scg2,,12623.0,17958.0,0
65470,Pde1a,,12624.0,16797.0,0
65471,Cplx2,,12624.0,16820.0,0
65472,Wfs1,,12624.0,16831.0,0
65473,3110035E14Rik,,12624.0,16842.0,0
65474,Snca,,12624.0,16851.0,0
65475,Enc1,,12624.0,16935.0,0
65476,Neurod6,,12624.0,17038.0,0
65477,Aldoc,,12624.0,17054.0,0
65478,Neurod6,,12624.0,17129.0,0
65479,Rgs4,,12624.0,17153.0,0
65480,Wfs1,,12625.0,16788.0,0
65481,Neurod6,,12625.0,16794.0,0
65482,Neurod6,,12625.0,16862.0,0
65483,Cplx2,,12625.0,16927.0,0
65484,Col25a1,,12625.0,17000.0,0
65485,Plp1,,12625.0,17654.0,0
65486,Cck,,12626.0,16791.0,0
65487,3110035E14Rik,,12626.0,16901.0,0
65488,Neurod6,,12626.0,16906.0,0
65489,Rgs4,,12626.0,16964.0,0
65490,Wfs1,,12626.0,17028.0,0
65491,Enc1,,12626.0,17049.0,0
65492,Wfs1,,12626.0,17072.0,0
65493,Rasgrf2,,12626.0,17201.0,0
65494,Rgs4,,12626.0,17331.0,0
65495,6330403K07Rik,,12626.0,17493.0,0
65496,Col25a1,,12626.0,17527.0,0
65497,Cxcl14,,12626.0,17535.0,0
65498,Cryab,,12626.0,17871.0,0
65499,Crym,,12627.0,16891.0,0
65500,Snca,,12627.0,16904.0,0
65501,Adgrl2,,12627.0,16924.0,0
65502,Col25a1,,12627.0,16938.0,0
65503,Prkca,,12627.0,16980.0,0
65504,Prkca,,12627.0,16989.0,0
65505,Cplx2,,12627.0,17081.0,0
65506,Sst,,12627.0,17531.0,0
65507,Satb1,,12627.0,17663.0,0
65508,Cryab,,12627.0,17859.0,0
65509,Crym,,12628.0,16805.0,0
65510,Cadps2,,12628.0,16919.0,0
65511,Neurod6,,12628.0,17004.0,0
65512,Sulf2,,12628.0,17478.0,0
65513,Plp1,,12628.0,17625.0,0
65514,Plp1,,12628.0,17635.0,0
65515,Enc1,,12628.0,17648.0,0
65516,Plp1,,12628.0,17839.0,0
65517,Cryab,,12628.0,17858.0,0
65518,Neurod6,,12629.0,16810.0,0
65519,Neurod6,,12629.0,16826.0,0
65520,Neurod6,,12629.0,16921.0,0
65521,Cplx2,,12629.0,16931.0,0
65522,Crym,,12629.0,16944.0,0
65523,Neurod6,,12629.0,17007.0,0
65524,Cplx2,,12629.0,17068.0,0
65525,Col25a1,,12629.0,17485.0,0
65526,Sst,,12629.0,17537.0,0
65527,Plp1,,12629.0,17604.0,0
65528,Plp1,,12629.0,17624.0,0
65529,Plp1,,12629.0,17829.0,0
65530,Neurod6,,12630.0,16771.0,0
65531,Cadps2,,12630.0,16884.0,0
65532,Cadps2,,12630.0,16916.0,0
65533,Neurod6,,12630.0,16996.0,0
65534,Crym,,12630.0,17014.0,0
65535,3110035E14Rik,,12630.0,17051.0,0
65536,Wfs1,,12630.0,17124.0,0
65537,Reln,,12630.0,17517.0,0
65538,Gad1,,12630.0,17529.0,0
65539,Plp1,,12630.0,17632.0,0
65540,Plp1,,12630.0,17737.0,0
65541,Pcp4,,12630.0,17834.0,0
65542,Plp1,,12630.0,17851.0,0
65543,Plp1,,12630.0,17862.0,0
65544,Neurod6,,12631.0,16895.0,0
65545,Trp53i11,,12631.0,16957.0,0
65546,Cplx2,,12631.0,16964.0,0
65547,Prkca,,12631.0,17132.0,0
65548,Plp1,,12631.0,17619.0,0
65549,Plp1,,12631.0,17637.0,0
65550,Sulf2,,12631.0,17868.0,0
65551,Nov,,12632.0,16835.0,0
65552,Cadps2,,12632.0,16840.0,0
65553,3110035E14Rik,,12632.0,16872.0,0
65554,Neurod6,,12632.0,16907.0,0
65555,Enc1,,12632.0,16961.0,0
65556,Cplx2,,12632.0,17002.0,0
65557,Snca,,12632.0,17023.0,0
65558,Crym,,12632.0,17033.0,0
65559,Neurod6,,12632.0,17039.0,0
65560,Satb1,,12632.0,17062.0,0
65561,Rgs4,,12632.0,17118.0,0
65562,Prkca,,12632.0,17458.0,0
65563,Htr3a,,12632.0,17498.0,0
65564,Plp1,,12632.0,17593.0,0
65565,Plp1,,12632.0,17857.0,0
65566,Plp1,,12632.0,17872.0,0
65567,Plp1,,12632.0,17885.0,0
65568,Wfs1,,12633.0,16822.0,0
65569,Arpp21,,12633.0,16939.0,0
65570,Fam19a1,,12633.0,16970.0,0
65571,Sulf2,,12633.0,17439.0,0
65572,Nrn1,,12633.0,17471.0,0
65573,Plp1,,12633.0,17630.0,0
65574,Cryab,,12633.0,17654.0,0
65575,Plp1,,12633.0,17840.0,0
65576,Wfs1,,12634.0,16801.0,0
65577,Scg2,,12634.0,16826.0,0
65578,Rorb,,12634.0,16863.0,0
65579,3110035E14Rik,,12634.0,16866.0,0
65580,Cck,,12634.0,16896.0,0
65581,6330403K07Rik,,12634.0,17445.0,0
65582,Sst,,12634.0,17527.0,0
65583,Plp1,,12634.0,17623.0,0
65584,Plp1,,12634.0,17629.0,0
65585,Plp1,,12634.0,17837.0,0
65586,Cryab,,12634.0,17844.0,0
65587,Plp1,,12634.0,17849.0,0
65588,Plp1,,12634.0,17869.0,0
65589,Wfs1,,12635.0,16820.0,0
65590,Nrn1,,12635.0,16853.0,0
65591,Neurod6,,12635.0,16899.0,0
65592,3110035E14Rik,,12635.0,16938.0,0
65593,Neurod6,,12635.0,16995.0,0
65594,Enc1,,12635.0,17146.0,0
65595,6330403K07Rik,,12635.0,17466.0,0
65596,Plp1,,12635.0,17589.0,0
65597,Cryab,,12635.0,17800.0,0
65598,Plp1,,12635.0,17855.0,0
65599,Enpp2,,12635.0,17858.0,0
65600,Plp1,,12635.0,17876.0,0
65601,Wfs1,,12636.0,16802.0,0
65602,Cadps2,,12636.0,16892.0,0
65603,Cck,,12636.0,16929.0,0
65604,Rgs12,,12636.0,16978.0,0
65605,Wfs1,,12636.0,17040.0,0
65606,Neurod6,,12636.0,17128.0,0
65607,Neurod6,,12636.0,17138.0,0
65608,Plp1,,12636.0,17591.0,0
65609,Plp1,,12636.0,17832.0,0
65610,Plp1,,12636.0,17865.0,0
65611,3110035E14Rik,,12637.0,16796.0,0
65612,3110035E14Rik,,12637.0,17127.0,0
65613,Pcp4,,12637.0,17462.0,0
65614,Sst,,12637.0,17515.0,0
65615,Plp1,,12637.0,17608.0,0
65616,Neurod6,,12638.0,16763.0,0
65617,Cplx2,,12638.0,16767.0,0
65618,Pde1a,,12638.0,16775.0,0
65619,Arpp21,,12638.0,16811.0,0
65620,3110035E14Rik,,12638.0,16813.0,0
65621,Wfs1,,12638.0,16817.0,0
65622,Wfs1,,12638.0,16838.0,0
65623,6330403K07Rik,,12638.0,16933.0,0
65624,Enc1,,12638.0,16941.0,0
65625,3110035E14Rik,,12638.0,16975.0,0
65626,Neurod6,,12638.0,17003.0,0
65627,Cplx2,,12638.0,17358.0,0
65628,Pde1a,,12638.0,17431.0,0
65629,Sst,,12638.0,17512.0,0
65630,Snca,,12638.0,17519.0,0
65631,Sst,,12638.0,17541.0,0
65632,Plp1,,12638.0,17619.0,0
65633,Plp1,,12638.0,17636.0,0
65634,Enpp2,,12638.0,17880.0,0
65635,Prkca,,12639.0,16890.0,0
65636,Neurod6,,12639.0,16899.0,0
65637,Neurod6,,12639.0,17002.0,0
65638,Aldoc,,12639.0,17099.0,0
65639,Neurod6,,12639.0,17151.0,0
65640,Id2,,12639.0,17440.0,0
65641,Pcp4,,12639.0,17468.0,0
65642,Satb1,,12639.0,17473.0,0
65643,Reln,,12639.0,17828.0,0
65644,Plp1,,12639.0,17838.0,0
65645,Plp1,,12639.0,17849.0,0
65646,Plp1,,12639.0,17888.0,0
65647,3110035E14Rik,,12639.0,17909.0,0
65648,Neurod6,,12640.0,16803.0,0
65649,Rgs4,,12640.0,16822.0,0
65650,Prkca,,12640.0,16825.0,0
65651,Reln,,12640.0,16869.0,0
65652,Adgrl2,,12640.0,16986.0,0
65653,Rgs4,,12640.0,16998.0,0
65654,Sst,,12640.0,17510.0,0
65655,Plp1,,12640.0,17832.0,0
65656,Cplx2,,12641.0,16790.0,0
65657,Pax6,,12641.0,16802.0,0
65658,Neurod6,,12641.0,16840.0,0
65659,Snca,,12641.0,16851.0,0
65660,Calb1,,12641.0,16873.0,0
65661,Rgs4,,12641.0,16893.0,0
65662,Neurod6,,12641.0,16902.0,0
65663,Nrsn1,,12641.0,16955.0,0
65664,Serpini1,,12641.0,17013.0,0
65665,Cadps2,,12641.0,17117.0,0
65666,Pde1a,,12641.0,17132.0,0
65667,Cplx2,,12641.0,17271.0,0
65668,Pcp4,,12641.0,17417.0,0
65669,Neurod6,,12641.0,17422.0,0
65670,Reln,,12641.0,17526.0,0
65671,Rasgrf2,,12641.0,17550.0,0
65672,Plp1,,12641.0,17843.0,0
65673,Kctd12,,12641.0,17854.0,0
65674,Neurod6,,12642.0,16903.0,0
65675,Ntng1,,12642.0,16907.0,0
65676,Nrsn1,,12642.0,16954.0,0
65677,3110035E14Rik,,12642.0,16994.0,0
65678,Wfs1,,12642.0,17001.0,0
65679,Neurod6,,12642.0,17022.0,0
65680,Crym,,12642.0,17118.0,0
65681,Cplx2,,12642.0,17144.0,0
65682,Cxcl14,,12642.0,17525.0,0
65683,Cryab,,12642.0,17885.0,0
65684,Cort,,12642.0,17967.0,0
65685,Wfs1,,12643.0,16815.0,0
65686,Neurod6,,12643.0,16846.0,0
65687,Prkca,,12643.0,16898.0,0
65688,Cck,,12643.0,16977.0,0
65689,Arpp21,,12643.0,17134.0,0
65690,Scg2,,12643.0,17141.0,0
65691,Id2,,12643.0,17426.0,0
65692,Nrsn1,,12643.0,17450.0,0
65693,Col25a1,,12643.0,17488.0,0
65694,Cryab,,12643.0,17624.0,0
65695,Plp1,,12643.0,17879.0,0
65696,3110035E14Rik,,12643.0,17911.0,0
65697,Rgs4,,12644.0,16889.0,0
65698,Cck,,12644.0,16901.0,0
65699,Wfs1,,12644.0,16911.0,0
65700,Scg2,,12644.0,17142.0,0
65701,Id2,,12644.0,17504.0,0
65702,Cplx2,,12645.0,16799.0,0
65703,Cpne5,,12645.0,16828.0,0
65704,Wfs1,,12645.0,16832.0,0
65705,3110035E14Rik,,12645.0,16843.0,0
65706,Nrsn1,,12645.0,16919.0,0
65707,Wfs1,,12645.0,16999.0,0
65708,Neurod6,,12645.0,17050.0,0
